match_id,team_1_id,team_1,team_score,team_2_id,team_2,team2_score,team_1_winner,match_date,event_name
2385905,11241,B8,1,11581,HOTU,2,False,2025-09-29,ESL Pro League Season 22 Stage 1
2385406,11241,B8,0,4411,Ninjas in Pyjamas,2,False,2025-09-21,StarLadder StarSeries Fall 2025
2385405,11241,B8,2,13404,Gentle Mates,1,True,2025-09-20,StarLadder StarSeries Fall 2025
2385403,11241,B8,2,12426,Passion UA,0,True,2025-09-20,StarLadder StarSeries Fall 2025
2384967,11241,B8,1,8840,Lynn Vision,2,False,2025-08-30,Perfect World CS Challenge Series 1
2384963,11241,B8,1,4863,TYLOO,2,False,2025-08-29,Perfect World CS Challenge Series 1
2382586,11241,B8,1,8840,Lynn Vision,2,False,2025-06-10,BLAST.tv Austin Major 2025 Stage 2
2382584,11241,B8,1,8297,FURIA,2,False,2025-06-09,BLAST.tv Austin Major 2025 Stage 2
2382574,11241,B8,13,7175,HEROIC,10,True,2025-06-08,BLAST.tv Austin Major 2025 Stage 2
2382424,11241,B8,13,11283,Falcons,8,True,2025-06-07,BLAST.tv Austin Major 2025 Stage 2
2382357,11241,B8,2,12257,Wildcard,1,True,2025-06-04,BLAST.tv Austin Major 2025 Stage 1
2382010,11241,B8,2,10577,SINNERS,0,True,2025-05-08,ESL Challenger League Season 49 Europe
2382123,11241,B8,1,7532,BIG,2,False,2025-05-03,MESA Nomadic Masters Spring 2025
2382122,11241,B8,2,10245,JiJieHao,0,True,2025-05-02,MESA Nomadic Masters Spring 2025
2382120,11241,B8,0,7532,BIG,2,False,2025-05-01,MESA Nomadic Masters Spring 2025
2382114,11241,B8,2,12510,The Huns,1,True,2025-04-30,MESA Nomadic Masters Spring 2025
2381807,11241,B8,0,7175,HEROIC,2,False,2025-04-27,CCT Global Finals 2025
2381804,11241,B8,2,12394,BetBoom,1,True,2025-04-26,CCT Global Finals 2025
2381800,11241,B8,2,7175,HEROIC,1,True,2025-04-25,CCT Global Finals 2025
2381602,11241,B8,2,6665,Astralis,1,True,2025-04-17,BLAST.tv Austin Major 2025 Europe Regional Qualifier
2381594,11241,B8,2,12878,BC.Game,0,True,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier
2381014,11241,B8,0,4411,Ninjas in Pyjamas,2,False,2025-03-31,PGL Astana 2025 Europe Closed Qualifier
2379415,11241,B8,2,12878,BC.Game,1,True,2025-02-23,CCT Season 2 Europe Series 18
2379404,11241,B8,2,11811,Monte,0,True,2025-02-20,CCT Season 2 Europe Series 18
2379072,11241,B8,1,12467,PARIVISION,2,False,2025-02-07,RES Showdown 1 Closed Qualifier
2394322,13592,magic,1,4411,Ninjas in Pyjamas,2,False,2026-05-30,Stake Ranked Episode 2
2394319,13592,magic,2,4411,Ninjas in Pyjamas,0,True,2026-05-29,Stake Ranked Episode 2
2394195,13592,magic,2,4914,3DMAX,0,True,2026-05-27,Stake Ranked Episode 2
2394151,13592,magic,2,9996,9z,1,True,2026-05-15,PGL Astana 2026
2394146,13592,magic,2,13404,Gentle Mates,0,True,2026-05-13,PGL Astana 2026
2394141,13592,magic,2,7175,HEROIC,1,True,2026-05-12,PGL Astana 2026
2394137,13592,magic,2,12895,K27,0,True,2026-05-11,PGL Astana 2026
2394131,13592,magic,0,11811,Monte,2,False,2026-05-10,PGL Astana 2026
2393984,13592,magic,2,13404,Gentle Mates,0,True,2026-05-03,Stake Ranked Episode 2 Closed Qualifier
2393196,13592,magic,1,13027,Nuclear TigeRES,2,False,2026-04-25,NODWIN Clutch Series 7
2393064,13592,magic,0,7532,BIG,2,False,2026-04-05,HLC Belgrade PRO 2026
2392295,13592,magic,3,12895,K27,2,True,2026-04-03,PGL Astana 2026 Europe Closed Qualifier
2392292,13592,magic,2,12895,K27,0,True,2026-04-02,PGL Astana 2026 Europe Closed Qualifier
2392435,13592,magic,2,13027,Nuclear TigeRES,0,True,2026-03-23,PGL Astana 2026 Europe Open Qualifier 1
2390287,13592,magic,2,11581,HOTU,0,True,2026-03-04,NODWIN Clutch Series 5
2390000,13592,magic,0,13404,Gentle Mates,2,False,2026-02-14,IstanbuLAN 2026
2389572,13592,magic,2,12394,BetBoom,1,True,2026-02-06,CCT Season 3 Europe Series 14
2389568,13592,magic,2,11737,EYEBALLERS,0,True,2026-02-05,CCT Season 3 Europe Series 14
2389561,13592,magic,2,10577,SINNERS,1,True,2026-02-03,CCT Season 3 Europe Series 14
2394216,4773,paiN,2,4863,TYLOO,1,True,2026-05-21,CS Asia Championships 2026
2394212,4773,paiN,2,12878,BC.Game,0,True,2026-05-21,CS Asia Championships 2026
2394202,4773,paiN,8,12376,M80,13,False,2026-05-20,CS Asia Championships 2026
2394169,4773,paiN,1,12394,BetBoom,2,False,2026-05-13,IEM Atlanta 2026
2392181,4773,paiN,1,9996,9z,2,False,2026-03-30,FERJEE In House 2026
2391032,4773,paiN,2,12426,Passion UA,1,True,2026-03-03,ESL Pro League Season 23 Stage 1
2391018,4773,paiN,2,4914,3DMAX,1,True,2026-03-01,ESL Pro League Season 23 Stage 1
2389267,4773,paiN,0,7175,HEROIC,2,False,2026-01-17,BLAST Bounty 2026 Season 1
2389251,4773,paiN,2,12394,BetBoom,0,True,2026-01-16,BLAST Bounty 2026 Season 1
2388096,4773,paiN,13,4914,3DMAX,10,True,2025-12-04,StarLadder Budapest Major 2025
2387546,4773,paiN,2,12426,Passion UA,0,True,2025-11-14,BLAST Rivals 2025 Season 2
2387544,4773,paiN,2,4863,TYLOO,1,True,2025-11-13,BLAST Rivals 2025 Season 2
2387400,4773,paiN,2,4863,TYLOO,0,True,2025-11-04,IEM Chengdu 2025
2387099,4773,paiN,2,13404,Gentle Mates,0,True,2025-10-26,PGL Masters Bucharest 2025
2386824,4773,paiN,8,4991,fnatic,13,False,2025-10-14,CS Asia Championships 2025
2385305,4773,paiN,2,7175,HEROIC,1,True,2025-09-14,FISSURE Playground 2
2384127,4773,paiN,2,4411,Ninjas in Pyjamas,1,True,2025-08-07,BLAST Bounty 2025 Season 2
2383779,4773,paiN,2,7532,BIG,1,True,2025-07-25,IEM Cologne 2025 Stage 1
2383750,4773,paiN,0,5973,Liquid,2,False,2025-07-23,IEM Cologne 2025 Stage 1
2383594,4773,paiN,0,4914,3DMAX,2,False,2025-07-17,FISSURE Playground 1
2383593,4773,paiN,1,8840,Lynn Vision,2,False,2025-07-16,FISSURE Playground 1
2382613,4773,paiN,2,8297,FURIA,1,True,2025-06-20,BLAST.tv Austin Major 2025
2382605,4773,paiN,2,4914,3DMAX,0,True,2025-06-14,BLAST.tv Austin Major 2025
2382434,4773,paiN,3,7020,Spirit,13,False,2025-06-12,BLAST.tv Austin Major 2025
2382581,4773,paiN,2,8840,Lynn Vision,0,True,2025-06-09,BLAST.tv Austin Major 2025 Stage 2
2382440,4773,paiN,13,8297,FURIA,11,True,2025-06-07,BLAST.tv Austin Major 2025 Stage 2
2382240,4773,paiN,0,9215,MIBR,2,False,2025-05-13,PGL Astana 2025
2382208,4773,paiN,2,11581,HOTU,0,True,2025-05-10,PGL Astana 2025
2381910,4773,paiN,0,12257,Wildcard,2,False,2025-05-01,BLAST Rivals 2025 Season 1
2381907,4773,paiN,1,4494,MOUZ,2,False,2025-04-30,BLAST Rivals 2025 Season 1
2381639,4773,paiN,0,6667,FaZe,2,False,2025-04-21,IEM Melbourne 2025
2381313,4773,paiN,1,11283,Falcons,2,False,2025-04-08,PGL Bucharest 2025
2381307,4773,paiN,0,6667,FaZe,2,False,2025-04-07,PGL Bucharest 2025
2381255,4773,paiN,1,11861,Aurora,2,False,2025-04-06,PGL Bucharest 2025
2380060,4773,paiN,0,4608,Natus Vincere,2,False,2025-03-09,ESL Pro League Season 21
2380050,4773,paiN,2,9928,GamerLegion,1,True,2025-03-08,ESL Pro League Season 21
2380043,4773,paiN,0,5995,G2,2,False,2025-03-07,ESL Pro League Season 21
2380033,4773,paiN,2,8840,Lynn Vision,1,True,2025-03-04,ESL Pro League Season 21 Stage 1
2380020,4773,paiN,0,12376,M80,2,False,2025-03-02,ESL Pro League Season 21 Stage 1
2379359,4773,paiN,0,4494,MOUZ,2,False,2025-02-21,PGL Cluj-Napoca 2025
2379348,4773,paiN,1,6248,The MongolZ,2,False,2025-02-16,PGL Cluj-Napoca 2025
2379340,4773,paiN,2,11283,Falcons,1,True,2025-02-15,PGL Cluj-Napoca 2025
2379332,4773,paiN,2,6665,Astralis,1,True,2025-02-14,PGL Cluj-Napoca 2025
2378695,4773,paiN,0,6665,Astralis,2,False,2025-01-31,IEM Katowice 2025 Play-in
2378692,4773,paiN,0,9928,GamerLegion,2,False,2025-01-30,IEM Katowice 2025 Play-in
2378455,4773,paiN,1,4608,Natus Vincere,2,False,2025-01-24,BLAST Bounty 2025 Season 1 Finals
2378227,4773,paiN,2,6667,FaZe,0,True,2025-01-18,BLAST Bounty 2025 Season 1
2378216,4773,paiN,2,9928,GamerLegion,1,True,2025-01-17,BLAST Bounty 2025 Season 1
2377725,4773,paiN,1,8297,FURIA,2,False,2024-12-07,Perfect World Shanghai Major 2024
2377719,4773,paiN,2,7532,BIG,1,True,2024-12-06,Perfect World Shanghai Major 2024
2394859,9215,MIBR,2,8840,Lynn Vision,0,True,2026-06-04,IEM Cologne Major 2026 Stage 1
2394850,9215,MIBR,13,5973,Liquid,10,True,2026-06-03,IEM Cologne Major 2026 Stage 1
2394842,9215,MIBR,16,4863,TYLOO,14,True,2026-06-02,IEM Cologne Major 2026 Stage 1
2394203,9215,MIBR,13,4914,3DMAX,9,True,2026-05-20,CS Asia Championships 2026
2393039,9215,MIBR,1,4914,3DMAX,2,False,2026-04-09,PGL Bucharest 2026
2393027,9215,MIBR,2,11737,EYEBALLERS,0,True,2026-04-07,PGL Bucharest 2026
2393014,9215,MIBR,2,12878,BC.Game,1,True,2026-04-05,PGL Bucharest 2026
2389694,9215,MIBR,2,9996,9z,0,True,2026-02-01,FiRe CONTER Season 1
2389685,9215,MIBR,2,8113,Sharks,1,True,2026-01-31,FiRe CONTER Season 1
2389684,9215,MIBR,2,9996,9z,1,True,2026-01-30,FiRe CONTER Season 1
2389438,9215,MIBR,1,9996,9z,0,True,2026-01-22,BetBoom Circuit X Redemption Curitiba 2026
2389385,9215,MIBR,2,8113,Sharks,3,False,2026-01-19,BetBoom RUSH B Summit Season 1
2388079,9215,MIBR,0,5973,Liquid,2,False,2025-11-30,StarLadder Budapest Major 2025 Stage 2
2388071,9215,MIBR,10,12426,Passion UA,13,False,2025-11-29,StarLadder Budapest Major 2025 Stage 2
2387335,9215,MIBR,0,4991,fnatic,2,False,2025-10-28,PGL Masters Bucharest 2025
2387103,9215,MIBR,1,12394,BetBoom,2,False,2025-10-26,PGL Masters Bucharest 2025
2386830,9215,MIBR,0,5973,Liquid,2,False,2025-10-14,CS Asia Championships 2025
2386822,9215,MIBR,13,8840,Lynn Vision,4,True,2025-10-14,CS Asia Championships 2025
2383780,9215,MIBR,0,7175,HEROIC,2,False,2025-07-24,IEM Cologne 2025 Stage 1
2383751,9215,MIBR,0,4914,3DMAX,2,False,2025-07-23,IEM Cologne 2025 Stage 1
2382582,9215,MIBR,2,11283,Falcons,1,True,2025-06-09,BLAST.tv Austin Major 2025 Stage 2
2382578,9215,MIBR,2,12394,BetBoom,0,True,2025-06-08,BLAST.tv Austin Major 2025 Stage 2
2382427,9215,MIBR,10,12468,Legacy,13,False,2025-06-07,BLAST.tv Austin Major 2025 Stage 2
2382246,9215,MIBR,0,8297,FURIA,2,False,2025-05-16,PGL Astana 2025
2382227,9215,MIBR,1,8297,FURIA,2,False,2025-05-12,PGL Astana 2025
2382219,9215,MIBR,0,6248,The MongolZ,2,False,2025-05-11,PGL Astana 2025
2381764,9215,MIBR,0,5973,Liquid,2,False,2025-04-23,IEM Melbourne 2025
2381644,9215,MIBR,1,4608,Natus Vincere,2,False,2025-04-21,IEM Melbourne 2025
2380061,9215,MIBR,1,8297,FURIA,2,False,2025-03-09,ESL Pro League Season 21
2380040,9215,MIBR,1,9565,Vitality,2,False,2025-03-07,ESL Pro League Season 21
2380030,9215,MIBR,2,4863,TYLOO,0,True,2025-03-04,ESL Pro League Season 21 Stage 1
2380026,9215,MIBR,2,8297,FURIA,0,True,2025-03-03,ESL Pro League Season 21 Stage 1
2380021,9215,MIBR,0,9928,GamerLegion,2,False,2025-03-02,ESL Pro League Season 21 Stage 1
2379353,9215,MIBR,1,6665,Astralis,2,False,2025-02-17,PGL Cluj-Napoca 2025
2379343,9215,MIBR,0,4914,3DMAX,2,False,2025-02-16,PGL Cluj-Napoca 2025
2379331,9215,MIBR,0,12257,Wildcard,2,False,2025-02-14,PGL Cluj-Napoca 2025
2379089,9215,MIBR,2,8113,Sharks,1,True,2025-02-09,ACE SA Masters 2025 Season 1 - BLAST Premier Rising Event
2379087,9215,MIBR,2,12468,Legacy,0,True,2025-02-08,ACE SA Masters 2025 Season 1 - BLAST Premier Rising Event
2378691,9215,MIBR,0,4914,3DMAX,2,False,2025-01-30,IEM Katowice 2025 Play-in
2378418,9215,MIBR,2,6665,Astralis,0,True,2025-01-29,IEM Katowice 2025 Play-in
2377726,9215,MIBR,0,4494,MOUZ,2,False,2024-12-08,Perfect World Shanghai Major 2024
2377722,9215,MIBR,1,5973,Liquid,2,False,2024-12-07,Perfect World Shanghai Major 2024
2377717,9215,MIBR,0,9565,Vitality,2,False,2024-12-06,Perfect World Shanghai Major 2024
2377708,9215,MIBR,13,4608,Natus Vincere,11,True,2024-12-05,Perfect World Shanghai Major 2024
2377703,9215,MIBR,13,4914,3DMAX,11,True,2024-12-05,Perfect World Shanghai Major 2024
2377680,9215,MIBR,5,12426,Passion UA,13,False,2024-12-01,Perfect World Shanghai Major 2024 Opening Stage
2377674,9215,MIBR,6,6248,The MongolZ,13,False,2024-11-30,Perfect World Shanghai Major 2024 Opening Stage
2376835,9215,MIBR,0,11811,Monte,2,False,2024-10-25,ESL Challenger Katowice 2024
2376833,9215,MIBR,7,12468,Legacy,13,False,2024-10-25,ESL Challenger Katowice 2024
2376798,9215,MIBR,1,4773,paiN,3,False,2024-10-20,ESL Challenger League Season 48 South America
2394314,9996,9z,2,7175,HEROIC,1,True,2026-05-28,Stake Ranked Episode 2
2394198,9996,9z,1,8113,Sharks,2,False,2026-05-27,Stake Ranked Episode 2
2391074,9996,9z,2,8113,Sharks,0,True,2026-03-08,BetBoom Circuit X Pantanal Cuiabá 2026
2390454,9996,9z,3,8113,Sharks,0,True,2026-03-02,BetBoom RUSH B Summit Season 2
2390448,9996,9z,1,8113,Sharks,2,False,2026-02-27,BetBoom RUSH B Summit Season 2
2389809,9996,9z,1,8113,Sharks,2,False,2026-02-15,CCT Season 3 South America Series 8
2389924,9996,9z,2,8113,Sharks,0,True,2026-02-08,Ace SA Masters 2026 Season 1 - BLAST Premier Rising Event
2389692,9996,9z,2,8113,Sharks,1,True,2026-01-31,FiRe CONTER Season 1
2388930,9996,9z,2,8113,Sharks,0,True,2026-01-21,IEM Rio 2026 Americas Closed Qualifier
2387277,9996,9z,2,8113,Sharks,0,True,2025-11-16,ESL Challenger League Season 50 South America Cup 4
2387275,9996,9z,1,8113,Sharks,2,False,2025-11-14,ESL Challenger League Season 50 South America Cup 4
2387749,9996,9z,1,8113,Sharks,2,False,2025-11-08,Circuit X Retake São Paulo 2025
2386095,9996,9z,0,8113,Sharks,2,False,2025-09-28,FERJEE Rush 2025
2385836,9996,9z,3,8113,Sharks,0,True,2025-09-20,Odyssey Cup Champions 2025
2385162,9996,9z,2,12394,BetBoom,1,True,2025-09-09,Thunderpick World Championship 2025 Closed Qualifier
2384629,9996,9z,2,8113,Sharks,1,True,2025-08-19,CCT Season 3 South America Series 3
2384120,9996,9z,1,8113,Sharks,2,False,2025-08-01,Ace SA Masters 2025 Season 2 - BLAST Premier Rising Event
2383821,9996,9z,0,8113,Sharks,2,False,2025-07-19,ESL Pro League Season 22 South America Closed Qualifier
2381116,9996,9z,0,8113,Sharks,2,False,2025-03-30,PGL Astana 2025 South America Closed Qualifier
2379988,9996,9z,2,12468,Legacy,3,False,2025-03-13,PGL Bucharest 2025 South America Closed Qualifier
2376998,9996,9z,0,8297,FURIA,2,False,2024-11-15,Perfect World Shanghai Major 2024 Americas RMR
2376990,9996,9z,0,4773,paiN,2,False,2024-11-14,Perfect World Shanghai Major 2024 Americas RMR
2376986,9996,9z,0,12257,Wildcard,2,False,2024-11-13,Perfect World Shanghai Major 2024 Americas RMR
2376974,9996,9z,13,12468,Legacy,3,True,2024-11-12,Perfect World Shanghai Major 2024 Americas RMR
2376850,9996,9z,1,4991,fnatic,2,False,2024-10-22,Thunderpick World Championship 2024
2376223,9996,9z,3,9565,Vitality,13,False,2024-10-07,IEM Rio 2024
2376273,9996,9z,0,4914,3DMAX,2,False,2024-09-27,ESL Challenger Katowice 2024 Europe Closed Qualifier
2376271,9996,9z,2,12474,Alliance,0,True,2024-09-27,ESL Challenger Katowice 2024 Europe Closed Qualifier
2375383,9996,9z,0,6248,The MongolZ,2,False,2024-09-07,ESL Pro League Season 20
2375376,9996,9z,0,4914,3DMAX,2,False,2024-09-06,ESL Pro League Season 20
2375372,9996,9z,2,12257,Wildcard,0,True,2024-09-05,ESL Pro League Season 20
2375354,9996,9z,0,9215,MIBR,2,False,2024-09-03,ESL Pro League Season 20
2374948,9996,9z,0,11283,Falcons,2,False,2024-08-26,BetBoom Dacha Belgrade Season 2 Play-in
2374947,9996,9z,0,4773,paiN,2,False,2024-08-25,BetBoom Dacha Belgrade Season 2 Play-in
2374943,9996,9z,2,11283,Falcons,1,True,2024-08-24,BetBoom Dacha Belgrade Season 2 Play-in
2374308,9996,9z,1,4773,paiN,2,False,2024-08-11,IEM Cologne 2024
2374301,9996,9z,0,6665,Astralis,2,False,2024-08-10,IEM Cologne 2024
2374264,9996,9z,2,9215,MIBR,0,True,2024-08-09,IEM Cologne 2024 Play-in
2373997,9996,9z,2,4914,3DMAX,0,True,2024-08-07,IEM Cologne 2024 Play-in
2373316,9996,9z,0,11811,Monte,2,False,2024-07-27,CCT Season 2 Europe Series 6
2372788,9996,9z,2,4991,fnatic,0,True,2024-06-17,FiReLEAGUE 2024 Global Finals
2372784,9996,9z,2,4773,paiN,0,True,2024-06-15,FiReLEAGUE 2024 Global Finals
2372777,9996,9z,10,4411,Ninjas in Pyjamas,13,False,2024-06-14,FiReLEAGUE 2024 Global Finals
2372595,9996,9z,2,8113,Sharks,0,True,2024-06-07,ESL Challenger League Season 47 South America
2372593,9996,9z,2,9215,MIBR,1,True,2024-06-07,ESL Challenger League Season 47 South America
2372348,9996,9z,0,5995,G2,2,False,2024-06-01,IEM Dallas 2024
2372343,9996,9z,2,9565,Vitality,0,True,2024-05-29,IEM Dallas 2024
2372332,9996,9z,2,5973,Liquid,1,True,2024-05-28,IEM Dallas 2024
2372322,9996,9z,13,4494,MOUZ,9,True,2024-05-27,IEM Dallas 2024
2372054,9996,9z,2,8113,Sharks,1,True,2024-05-15,Thunderpick World Championship 2024 SA Closed Qualifier 1
2394846,12394,BetBoom,13,5973,Liquid,9,True,2026-06-02,IEM Cologne Major 2026 Stage 1
2392451,12394,BetBoom,2,7175,HEROIC,1,True,2026-04-03,Stake Ranked Episode 1
2392441,12394,BetBoom,2,7175,HEROIC,1,True,2026-04-01,Stake Ranked Episode 1
2392534,12394,BetBoom,2,10577,SINNERS,1,True,2026-03-30,Radio Popular Roman Imperium Cup VII
2392504,12394,BetBoom,11,12257,Wildcard,13,False,2026-03-28,Radio Popular Roman Imperium Cup VII
2392280,12394,BetBoom,2,11581,HOTU,0,True,2026-03-26,BC Game Masters Championship Season 1
2392278,12394,BetBoom,0,10577,SINNERS,2,False,2026-03-26,BC Game Masters Championship Season 1
2392275,12394,BetBoom,2,11811,Monte,0,True,2026-03-25,BC Game Masters Championship Season 1
2390826,12394,BetBoom,1,13117,Inner Circle,2,False,2026-02-28,PGL Bucharest 2026 Europe Closed Qualifier
2390820,12394,BetBoom,2,4991,fnatic,1,True,2026-02-27,PGL Bucharest 2026 Europe Closed Qualifier
2390785,12394,BetBoom,1,13679,FOKUS,2,False,2026-02-26,PGL Bucharest 2026 Europe Closed Qualifier
2390439,12394,BetBoom,2,4991,fnatic,1,True,2026-02-22,Roman Imperium Cup V
2390437,12394,BetBoom,1,13404,Gentle Mates,2,False,2026-02-22,Roman Imperium Cup V
2390425,12394,BetBoom,2,4991,fnatic,0,True,2026-02-20,Roman Imperium Cup V
2390124,12394,BetBoom,2,10577,SINNERS,1,True,2026-02-11,IEM Atlanta 2026 Closed Qualifier
2389624,12394,BetBoom,2,11581,HOTU,1,True,2026-01-28,MySkill Pro League Series 1
2389621,12394,BetBoom,2,11581,HOTU,1,True,2026-01-28,MySkill Pro League Series 1
2388925,12394,BetBoom,1,13404,Gentle Mates,2,False,2026-01-23,IEM Rio 2026 Closed Qualifier
2388923,12394,BetBoom,0,11581,HOTU,2,False,2026-01-23,IEM Rio 2026 Closed Qualifier
2388820,12394,BetBoom,2,11581,HOTU,0,True,2026-01-04,META Cup Season 3
2388817,12394,BetBoom,2,11581,HOTU,1,True,2026-01-04,META Cup Season 3
2387841,12394,BetBoom,1,11737,EYEBALLERS,2,False,2025-11-23,CCT Season 3 Europe Series 11
2387840,12394,BetBoom,2,7175,HEROIC,0,True,2025-11-23,CCT Season 3 Europe Series 11
2387830,12394,BetBoom,2,10245,JiJieHao,1,True,2025-11-20,CCT Season 3 Europe Series 11
2387929,12394,BetBoom,1,11737,EYEBALLERS,2,False,2025-11-08,Red Bull GIBAWAY JOURNEY 2025
2387339,12394,BetBoom,1,13404,Gentle Mates,2,False,2025-10-29,PGL Masters Bucharest 2025
2387328,12394,BetBoom,1,5973,Liquid,2,False,2025-10-28,PGL Masters Bucharest 2025
2387322,12394,BetBoom,0,7175,HEROIC,2,False,2025-10-27,PGL Masters Bucharest 2025
2386434,12394,BetBoom,2,10577,SINNERS,0,True,2025-10-13,Exort The Proving Grounds Season 5
2384878,12394,BetBoom,2,11811,Monte,0,True,2025-08-28,CCT Season 3 Europe Series 5
2384687,12394,BetBoom,2,12878,BC.Game,0,True,2025-08-22,Exort The Proving Grounds Season 3
2384601,12394,BetBoom,2,12878,BC.Game,1,True,2025-08-16,ESL Challenger League Season 50 Europe Cup 1
2384490,12394,BetBoom,0,4991,fnatic,2,False,2025-08-15,StarLadder StarSeries Fall 2025 Europe Closed Qualifier
2384439,12394,BetBoom,2,11581,HOTU,0,True,2025-08-14,ESL Challenger League Season 50 Europe Cup 1
2383600,12394,BetBoom,2,7532,BIG,1,True,2025-07-17,FISSURE Playground 1
2383598,12394,BetBoom,2,7175,HEROIC,1,True,2025-07-16,FISSURE Playground 1
2382445,12394,BetBoom,9,7175,HEROIC,13,False,2025-06-07,BLAST.tv Austin Major 2025 Stage 2
2382425,12394,BetBoom,4,4914,3DMAX,13,False,2025-06-07,BLAST.tv Austin Major 2025 Stage 2
2382365,12394,BetBoom,2,12257,Wildcard,0,True,2025-06-05,BLAST.tv Austin Major 2025 Stage 1
2382353,12394,BetBoom,13,12468,Legacy,3,True,2025-06-04,BLAST.tv Austin Major 2025 Stage 1
2381806,12394,BetBoom,1,7175,HEROIC,2,False,2025-04-27,CCT Global Finals 2025
2381796,12394,BetBoom,2,12257,Wildcard,0,True,2025-04-24,CCT Global Finals 2025
2381587,12394,BetBoom,16,4991,fnatic,13,True,2025-04-15,BLAST.tv Austin Major 2025 Europe Regional Qualifier
2381520,12394,BetBoom,2,12878,BC.Game,1,True,2025-04-12,A1 Gaming League Season 10
2381001,12394,BetBoom,2,11811,Monte,1,True,2025-03-29,PGL Astana 2025 Europe Closed Qualifier
2379290,12394,BetBoom,1,6665,Astralis,2,False,2025-02-11,IEM Dallas 2025 Europe Closed Qualifier
2379277,12394,BetBoom,0,11283,Falcons,2,False,2025-02-10,IEM Dallas 2025 Europe Closed Qualifier
2379071,12394,BetBoom,1,12426,Passion UA,2,False,2025-02-07,RES Showdown 1 Closed Qualifier
2379067,12394,BetBoom,2,4411,Ninjas in Pyjamas,1,True,2025-02-06,RES Showdown 1 Closed Qualifier
2379060,12394,BetBoom,1,12426,Passion UA,2,False,2025-02-05,RES Showdown 1 Closed Qualifier
2394313,4914,3DMAX,1,12474,Alliance,2,False,2026-05-28,Stake Ranked Episode 2
2394213,4914,3DMAX,1,5973,Liquid,2,False,2026-05-21,CS Asia Championships 2026
2393227,4914,3DMAX,2,5973,Liquid,0,True,2026-04-14,IEM Rio 2026
2393004,4914,3DMAX,1,13679,FOKUS,2,False,2026-04-04,PGL Bucharest 2026
2392219,4914,3DMAX,10,13679,FOKUS,13,False,2026-03-23,Urban Riga Open Season 3
2391043,4914,3DMAX,2,5973,Liquid,0,True,2026-03-05,ESL Pro League Season 23 Stage 1
2389968,4914,3DMAX,0,7175,HEROIC,2,False,2026-02-16,PGL Cluj-Napoca 2026
2389627,4914,3DMAX,2,12878,BC.Game,0,True,2026-01-29,IEM Kraków 2026 Stage 1
2389259,4914,3DMAX,1,13117,Inner Circle,2,False,2026-01-15,BLAST Bounty 2026 Season 1
2388090,4914,3DMAX,2,4411,Ninjas in Pyjamas,0,True,2025-12-02,StarLadder Budapest Major 2025 Stage 2
2388074,4914,3DMAX,13,12426,Passion UA,3,True,2025-11-30,StarLadder Budapest Major 2025 Stage 2
2388059,4914,3DMAX,6,4991,fnatic,13,False,2025-11-29,StarLadder Budapest Major 2025 Stage 2
2387394,4914,3DMAX,1,8840,Lynn Vision,2,False,2025-11-04,IEM Chengdu 2025
2386845,4914,3DMAX,2,5973,Liquid,1,True,2025-10-18,CS Asia Championships 2025
2386843,4914,3DMAX,2,4991,fnatic,1,True,2025-10-17,CS Asia Championships 2025
2386832,4914,3DMAX,2,8840,Lynn Vision,0,True,2025-10-15,CS Asia Championships 2025
2386819,4914,3DMAX,13,12510,The Huns,1,True,2025-10-14,CS Asia Championships 2025
2385919,4914,3DMAX,2,7175,HEROIC,0,True,2025-09-30,ESL Pro League Season 22 Stage 1
2385900,4914,3DMAX,1,13117,Inner Circle,2,False,2025-09-28,ESL Pro League Season 22 Stage 1
2384969,4914,3DMAX,2,4863,TYLOO,0,True,2025-08-31,Perfect World CS Challenge Series 1
2384964,4914,3DMAX,2,4863,TYLOO,1,True,2025-08-29,Perfect World CS Challenge Series 1
2384962,4914,3DMAX,2,8840,Lynn Vision,0,True,2025-08-29,Perfect World CS Challenge Series 1
2384301,4914,3DMAX,2,4608,Natus Vincere,1,True,2025-08-20,Esports World Cup 2025
2383785,4914,3DMAX,2,4863,TYLOO,0,True,2025-07-25,IEM Cologne 2025 Stage 1
2383776,4914,3DMAX,0,4411,Ninjas in Pyjamas,2,False,2025-07-24,IEM Cologne 2025 Stage 1
2383601,4914,3DMAX,0,4863,TYLOO,2,False,2025-07-18,FISSURE Playground 1
2383573,4914,3DMAX,0,8840,Lynn Vision,2,False,2025-07-15,FISSURE Playground 1
2382596,4914,3DMAX,2,9565,Vitality,13,False,2025-06-13,BLAST.tv Austin Major 2025
2382591,4914,3DMAX,14,4608,Natus Vincere,16,False,2025-06-12,BLAST.tv Austin Major 2025
2382583,4914,3DMAX,2,6667,FaZe,0,True,2025-06-10,BLAST.tv Austin Major 2025 Stage 2
2382443,4914,3DMAX,7,12468,Legacy,13,False,2025-06-07,BLAST.tv Austin Major 2025 Stage 2
2382677,4914,3DMAX,2,12468,Legacy,1,True,2025-05-20,IEM Dallas 2025
2382376,4914,3DMAX,1,9928,GamerLegion,2,False,2025-05-19,IEM Dallas 2025
2381761,4914,3DMAX,0,6667,FaZe,2,False,2025-04-23,IEM Melbourne 2025
2381753,4914,3DMAX,2,7532,BIG,0,True,2025-04-22,IEM Melbourne 2025
